Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Norway,MtCO2e,-15.05,-15.05,-15.05,-15.05,-15.05,-15.05,-15.05,-15.06,-15.06,-15.07,-15.06,-22.87,-22.88,-22.87,-22.86,-22.85,-22.85,-22.84,-22.84,-22.83,-22.81,-18.96,-18.95,-18.95,-18.94,-18.94,-18.96,-18.95,-18.92
Oman,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,0.02,0.02
Pakistan,MtCO2e,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,5.45,5.45,5.45,5.45,5.45,7,7,7
Palau,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Panama,MtCO2e,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
Papua New Guinea,MtCO2e,29.18,29.18,29.18,29.18,29.18,31.36,31.33,31.49,32.09,33.4,34.77,34.48,34.8,34.65,34.79,34.55,34.27,34.06,33.5,33.25,33.23,40.32,40.3,40.22,40.11,40.11,40.84,40.82,41
Paraguay,MtCO2e,42.03,42.03,42.03,42.03,42.03,42.03,42.03,42.03,42.03,42.03,42.03,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,68.17,68.17,68.17,68.17,68.17,45.97,45.97,45.97
Peru,MtCO2e,59.74,59.74,59.74,59.74,59.74,59.75,59.75,59.75,59.75,59.76,59.76,64.82,64.82,64.82,64.89,64.89,64.88,64.88,64.88,64.88,64.88,88.87,88.87,88.87,88.87,88.87,89.79,89.79,89.79
Philippines,MtCO2e,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.43,2.43,2.43,2.43,2.43,2.46,2.46,2.46
Poland,MtCO2e,-13.15,-13.15,-13.15,-13.15,-13.16,-13.21,-13.32,-13.33,-13.37,-13.42,-13.44,-71.4,-71.44,-71.5,-71.58,-71.58,-71.58,-71.58,-71.6,-71.62,-71.62,-27.08,-27.08,-27.09,-27.11,-27.11,-32.88,-32.9,-32.91
Portugal,MtCO2e,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.45,1.45,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,-0.8,-0.8,-0.81,-0.81,-0.81,0.3,0.3,0.29
Qatar,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Republic of Congo,MtCO2e,9.43,9.43,9.43,9.43,9.43,9.4,9.35,9.31,9.31,9.33,9.18,8.99,8.99,8.96,8.95,8.97,8.99,8.96,9.02,9.01,9.04,9.13,9.36,9.41,9.47,9.47,10.41,10.44,10.47
Romania,MtCO2e,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,-2.69,-2.69,-2.69,-2.7,-2.7,-2.69,-2.69,-2.69,-2.69,-2.69,-285.12,-285.12,-285.12,-285.12,-285.12,-22.88,-22.88,-22.88
Russia,MtCO2e,-374.53,-374.53,-374.45,-374.45,-374.46,-374.51,-374.55,-374.56,-374.55,-374.29,-374.21,-768.68,-768.68,-768.75,-768.76,-768.81,-768.89,-768.99,-769.04,-769.11,-769.04,-687.66,-687.49,-687.5,-687.53,-687.51,-559.03,-558.95,-558.5
Rwanda,MtCO2e,2.9,2.9,2.9,2.9,2.9,2.92,2.91,2.91,2.91,2.91,2.91,2.68,2.67,2.67,2.66,2.67,2.67,2.67,2.67,2.67,2.67,1.78,1.78,1.78,1.78,1.78,1.68,1.67,1.65
Saint Kitts and Nevis,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Saint Lucia,MtCO2e,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15
Saint Vincent and the Grenadines,MtCO2e,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Samoa,MtCO2e,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
Sao Tome and Principe,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
Saudi Arabia,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Senegal,MtCO2e,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,6.37,6.37,6.37,6.37,6.37,6.37,6.37,6.37,6.37,6.37,4.47,4.47,4.47,4.47,4.47,4.33,4.33,4.33
Serbia,MtCO2e,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.91,-2.91,-2.91,-2.91,-2.91,-35.59,-35.59,-35.59,-35.59,-35.59,-35.59,-35.59,-35.59,-35.59,-35.59,-2.84,-2.84,-2.84,-2.84,-2.84,-0.09,-0.09,-0.09
Seychelles,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sierra Leone,MtCO2e,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35
Singapore,MtCO2e,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,0.03,0.03,0.03
Slovakia,MtCO2e,-9.43,-9.43,-9.43,-9.43,-9.43,-9.43,-9.43,-9.44,-9.44,-9.44,-9.44,-8.4,-8.4,-8.4,-8.4,-8.4,-8.4,-8.4,-8.4,-8.4,-8.4,-7.61,-7.61,-7.61,-7.61,-7.61,-1.07,-1.07,-1.07
Slovenia,MtCO2e,-9.4,-9.4,-9.4,-9.4,-9.4,-9.4,-9.4,-9.4,-9.4,-9.37,-9.37,-11.53,-11.53,-11.53,-11.53,-11.53,-11.53,-11.53,-11.53,-11.52,-11.52,-2.63,-2.63,-2.63,-2.63,-2.63,0.34,0.34,0.34
Solomon Islands,MtCO2e,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,-17.82,-17.82,-17.82,-17.82,-17.82,45.41,45.41,45.41
Somalia,MtCO2e,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35
South Africa,MtCO2e,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.29,6.3,6.32,6.32,6.35,6.36,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.29,6.29,6.29,6.29,6.29,6.55,6.55,6.55
South Korea,MtCO2e,-42.44,-42.44,-42.44,-42.44,-42.44,-42.44,-42.44,-42.44,-42.44,-42.44,-42.44,-60.12,-60.12,-60.12,-60.12,-60.12,-60.12,-60.12,-60.12,-60.12,-60.12,-50.46,-50.46,-50.46,-50.46,-50.46,-45.8,-45.8,-45.8
South Sudan,MtCO2e,6.94,6.94,6.94,6.94,6.94,7.01,7.01,7.02,7.03,7.06,7.06,7.17,7.16,7.16,7.16,7.16,7.16,7.16,7.16,7.16,7.17,6.95,6.57,6.57,6.55,6.55,8.94,8.92,8.9
Spain,MtCO2e,-42.69,-42.69,-42.69,-42.69,-42.7,-42.7,-42.7,-42.7,-42.68,-42.64,-42.63,-19.17,-19.13,-19.13,-19.12,-19.12,-19.12,-19.13,-19.13,-19.13,-19.13,-7.86,-7.86,-7.86,-7.86,-7.86,-13.88,-13.88,-13.89
Sri Lanka,MtCO2e,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.62,4.62,2.5,2.5,2.5,2.51,2.5,2.5,2.48,2.47,2.47,2.46,0.65,0.64,0.63,0.62,0.61,1.92,1.91,1.91
Sudan,MtCO2e,21.14,21.14,21.14,21.14,21.14,21.35,21.35,21.36,21.39,21.48,21.48,21.82,21.81,21.79,21.8,21.8,21.8,21.8,21.8,21.81,21.81,21.15,21.52,21.52,21.52,21.52,21,21,21
Suriname,MtCO2e,3.24,3.24,3.24,3.24,3.24,3.3,3.36,3.36,3.39,3.46,3.46,3.8,3.8,3.8,3.98,3.97,3.97,3.97,3.97,3.97,3.97,8.25,8.25,8.25,8.25,8.25,9.36,9.36,9.36
Sweden,MtCO2e,1.86,1.86,1.86,1.86,1.86,1.87,1.87,1.88,1.9,1.95,2.04,-11.54,-11.53,-11.5,-11.42,-11.32,-11.29,-11.26,-11.21,-11.12,-10.98,-22.28,-22.25,-22.24,-22.2,-22.2,-16.65,-16.57,-16.32
Switzerland,MtCO2e,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.47,-1.47,-1.47,-1.47,-2.32,-2.34,-2.35,-2.36,-2.36,-2.36,-2.36,-2.36,-2.36,-2.36,-2.21,-2.21,-2.21,-2.21,-2.21,-2.24,-2.24,-2.24
Syria,MtCO2e,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.68,-0.68,-0.68,-0.68,-0.68,0,0,0
Tajikistan,MtCO2e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.4,-0.4,-0.4,-0.4,-0.4,-0.13,-0.13,-0.13
Tanzania,MtCO2e,52.13,52.13,52.13,52.13,52.13,52.12,52.12,52.13,52.14,52.15,52.13,52.11,52.09,52.08,52.05,52.05,52.04,52.01,51.98,51.96,51.97,51.97,51.97,51.96,51.96,51.96,64.12,64.11,64.1
Thailand,MtCO2e,12.17,12.17,12.17,12.17,12.17,12.08,11.75,11.74,11.83,11.68,11.66,-33.55,-33.21,-33.55,-32.06,-33.53,-33.52,-33.51,-33.5,-33.51,-33.15,0.26,0.26,0.26,0.71,0.26,13.06,13.04,13.04
Timor-Leste,MtCO2e,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
Togo,MtCO2e,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.94,0.94,0.94,0.94,0.94,0.81,0.81,0.81
Tonga,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trinidad and Tobago,MtCO2e,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.11,0.11,0.11,0.11,0.11,0.13,0.13,0.13
Tunisia,MtCO2e,-0.92,-0.92,-0.92,-0.92,-0.92,-0.92,-0.92,-0.92,-0.92,-0.92,-0.92,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,3.88,3.88,3.88,3.88,3.88,-3.79,-3.79,-3.79
Turkey,MtCO2e,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-42.96,-42.96,-42.96,-42.96,-42.96,-42.96,-42.96,-42.96,-42.96,-42.96,-59.67,-59.67,-59.67,-59.67,-59.67,-28.65,-28.65,-28.65
Turkmenistan,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tuvalu,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,MtCO2e,15.83,15.83,15.83,15.83,15.83,15.87,15.87,15.86,15.87,15.86,15.85,15.84,15.85,15.85,15.84,15.84,15.85,15.85,15.85,15.84,15.83,15.83,15.83,15.83,15.83,15.83,15.83,15.83,15.82
Ukraine,MtCO2e,-48.53,-48.53,-48.52,-48.52,-48.53,-48.49,-48.55,-48.56,-48.55,-48.64,-48.68,-24.17,-24.22,-24.29,-24.4,-24.43,-24.45,-24.48,-24.54,-24.59,-24.59,-14.28,-14.27,-14.27,-14.27,-14.27,-12.15,-12.18,-12.19
United Arab Emirates,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
United Kingdom,MtCO2e,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96,-10.96
United States,MtCO2e,-418.58,-418.58,-418.58,-418.58,-418.71,-418.59,-418.65,-418.7,-418.64,-418.63,-418.53,-401.46,-401.48,-401.5,-401.57,-401.63,-401.71,-401.75,-401.84,-401.9,-401.91,-418.98,-419.05,-419.16,-419.23,-419.26,-231.8,-231.82,-231.73
Uruguay,MtCO2e,-13.24,-13.24,-13.24,-13.24,-13.24,-13.23,-13.23,-13.23,-13.23,-13.23,-13.23,-9.97,-9.97,-9.97,-9.97,-9.97,-9.97,-9.97,-9.97,-9.97,-9.97,-6.89,-6.89,-6.89,-6.9,-6.9,-1.77,-1.77,-1.77
Uzbekistan,MtCO2e,-0.79,-0.79,-0.79,-0.79,-0.79,-0.79,-0.79,-0.79,-0.79,-0.79,-0.79,-11.61,-11.61,-11.61,-11.61,-11.61,-11.61,-11.61,-11.61,-11.61,-11.61,-3.12,-3.12,-3.12,-3.12,-3.12,-3.37,-3.37,-3.37
Vanuatu,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Venezuela,MtCO2e,145.05,145.05,145.05,145.05,145.05,145.04,145.04,145.04,145.04,145.12,145.12,87.17,87.17,87.11,87.15,87.14,87.14,87.13,87.13,87.12,87.13,108.31,108.31,108.35,108.52,108.52,42.83,42.97,43.13
Vietnam,MtCO2e,-72.29,-72.29,-72.29,-72.29,-72.29,-72.27,-72.47,-72.54,-72.38,-72.42,-72.47,18.01,20.33,18.02,18.36,18.45,18.01,18.05,18,18.01,18.24,-22.64,-22.67,-20.91,-22.12,-22.67,-12.17,-12.48,-12.5
Yemen,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Zambia,MtCO2e,17.28,17.28,17.28,17.28,17.28,17.29,17.28,17.28,17.29,17.34,17.41,17.42,17.45,17.45,17.47,17.45,17.44,17.44,17.45,17.44,17.44,32.86,32.86,32.86,32.84,32.84,32.82,32.82,32.74
Zimbabwe,MtCO2e,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,11.32,11.32,11.32,11.32,11.32,87.16,87.16,87.16
